SUMMARY,DATE,AGENT,server_name
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-17 21:20:04,websphere,websphere_server_43
Current memory usage percentage is 50%,2023-01-17 21:25:06,Application,Application_server_241
Process : P84xConnectorService is running successfully,2023-01-17 21:30:19,Application,Application_server_306
CHRONY : process is not running,2023-01-17 21:35:47,linux_ix86,linux_ix86_server_15
splunkd is running successfully,2023-01-17 21:41:20,Application,Application_server_135
Total CPU Utilization = 90%,2023-01-17 21:46:05,Application,Application_server_135
CHRONY : process is running successfully,2023-01-17 21:50:58,linux_ix86,linux_ix86_server_116
Process : nbrmms is running successfully,2023-01-17 21:55:40,Application,Application_server_503
*CP01*nodeagent is missing,2023-01-17 22:00:45,websphere,websphere_server_17
Process : nbrmms is running successfully,2023-01-17 22:06:11,Application,Application_server_304
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 22:11:09,Application,Application_server_321
Process : nbsvcmon is running successfully,2023-01-17 22:16:18,Application,Application_server_373
Total CPU Utilization = 50%,2023-01-17 22:21:36,Application,Application_server_114
Service: masvc is running,2023-01-17 22:26:39,ms_win,ms_win_server_73
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-17 22:31:46,linux_ix86,linux_ix86_server_160
Current memory usage percentage is 70%,2023-01-17 22:37:19,Application,Application_server_509
Process : P84xConnectorService is running successfully,2023-01-17 22:42:14,Application,Application_server_61
Process : java is running successfully,2023-01-17 22:47:08,Application,Application_server_207
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-17 22:52:32,Application,Application_server_439
Process : TaskRoutingService is running successfully,2023-01-17 22:57:12,Application,Application_server_184
Process : nbsvcmon is running successfully,2023-01-17 23:02:01,Application,Application_server_501
CHRONY : process is running successfully,2023-01-17 23:06:13,linux_ix86,linux_ix86_server_82
Current memory usage percentage is 40%,2023-01-17 23:11:07,Application,Application_server_59
Process : java is running successfully,2023-01-17 23:15:45,Application,Application_server_444
Process : nbsvcmon is running successfully,2023-01-17 23:20:48,Application,Application_server_398
Process : TaskRoutingService is running successfully,2023-01-17 23:25:28,Application,Application_server_517
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-17 23:30:06,linux_ix86,linux_ix86_server_101
splunkd is running successfully,2023-01-17 23:35:03,Application,Application_server_421
Service: Domain Time Client is running,2023-01-17 23:40:03,ms_win,ms_win_server_91
Service: enstart64 is running,2023-01-17 23:44:55,ms_win,ms_win_server_59
Process : nbrmms is running successfully,2023-01-17 23:49:55,Application,Application_server_274
Filesystem:  / is 80 full,2023-01-17 23:54:30,linux_ix86,linux_ix86_server_102
CHRONY : process is running successfully,2023-01-17 23:59:24,linux_ix86,linux_ix86_server_102
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-18 0:04:12,Application,Application_server_435
Service: syslog-ng Agent is Stopped,2023-01-18 0:08:50,ms_win,ms_win_server_24
CHRONY : process is running successfully,2023-01-18 0:13:56,linux_ix86,linux_ix86_server_123
Filesystem:  / is 90 full,2023-01-18 0:19:23,linux_ix86,linux_ix86_server_29
Process : nbrmms is running successfully,2023-01-18 0:24:12,Application,Application_server_79
Process : nbrmms is running successfully,2023-01-18 0:28:58,Application,Application_server_183
Process : nbsl is running successfully,2023-01-18 0:34:30,Application,Application_server_60
Service: masvc is running,2023-01-18 0:39:47,ms_win,ms_win_server_61
Current memory usage percentage is 80%,2023-01-18 0:44:35,Application,Application_server_270
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-18 0:49:34,linux_ix86,linux_ix86_server_142
Process : nbrmms is running successfully,2023-01-18 0:54:23,Application,Application_server_363
Process : nbrmms is running successfully,2023-01-18 0:59:00,Application,Application_server_305
Process : nbsvcmon is running successfully,2023-01-18 1:03:53,Application,Application_server_95
Filesystem:  / is 45 full,2023-01-18 1:06:05,linux_ix86,linux_ix86_server_55
system: Processor Queue Length is 0,2023-01-18 1:09:05,ms_win,ms_win_server_40
CHRONY : process is running successfully,2023-01-18 1:14:17,linux_ix86,linux_ix86_server_30
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-18 1:18:40,linux_ix86,linux_ix86_server_140
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-18 1:24:06,linux_ix86,linux_ix86_server_104
CHRONY : process is running successfully,2023-01-18 1:28:39,linux_ix86,linux_ix86_server_148
Current memory usage percentage is 80%,2023-01-18 1:33:35,Application,Application_server_294
Process : TaskRoutingService is running successfully,2023-01-18 1:38:22,Application,Application_server_72
Service: enstart64 is running,2023-01-18 1:43:45,ms_win,ms_win_server_59
[MAN] The PERC1 battery is high.,2023-01-18 1:48:40,dell-idrac,dell-idrac_server_1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-18 1:53:38,Application,Application_server_244
Service: Domain Time Client is Stopped,2023-01-18 1:58:23,ms_win,ms_win_server_53
splunkd is running successfully,2023-01-18 2:02:29,Application,Application_server_246
Process : nbsvcmon is running successfully,2023-01-18 2:07:12,Application,Application_server_264
[MAN] The PERC1 battery is medium.,2023-01-18 2:12:19,dell-idrac,dell-idrac_server_34
Process : nbrmms is running successfully,2023-01-18 2:17:55,Application,Application_server_123
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-18 2:23:05,Application,Application_server_521
Total CPU Utilization = 60%,2023-01-18 2:28:06,Application,Application_server_373
CHRONY : process is running successfully,2023-01-18 2:32:55,linux_ix86,linux_ix86_server_45
Process : TaskRoutingService is running successfully,2023-01-18 2:38:02,Application,Application_server_493
Process : TaskRoutingService is running successfully,2023-01-18 2:42:16,Application,Application_server_175
Process : P84xConnectorService is running successfully,2023-01-18 2:47:03,Application,Application_server_131
Current memory usage percentage is 60%,2023-01-18 2:52:00,Application,Application_server_44
Process : nbrmms is running successfully,2023-01-18 2:57:13,Application,Application_server_169
Process : nbsvcmon is running successfully,2023-01-18 3:01:57,Application,Application_server_393
Process : java is running successfully,2023-01-18 3:06:31,Application,Application_server_234
Process : nbsl is not running,2023-01-18 3:11:45,Application,Application_server_378
CHRONY : process is running successfully,2023-01-18 3:16:42,linux_ix86,linux_ix86_server_161
Total CPU Utilization = 60%,2023-01-18 3:22:03,Application,Application_server_62
[MAN] Predictive failure reported for Disk 0 in Backplane 1 of Integrated RAID Controller 1.,2023-01-18 3:27:09,dell-idrac,dell-idrac_server_9
*CP01*nodeagent is missing,2023-01-18 3:32:33,websphere,websphere_server_28
Process : P84xConnectorService is running successfully,2023-01-18 3:37:56,Application,Application_server_103
splunkd is running successfully,2023-01-18 3:42:27,Application,Application_server_100
Total CPU Utilization = 65%,2023-01-18 3:47:09,Application,Application_server_221
splunkd is running successfully,2023-01-18 3:52:20,Application,Application_server_418
Service: syslog-ng Agent is running,2023-01-18 3:57:19,ms_win,ms_win_server_102
Process : nbsl is running successfully,2023-01-18 4:02:44,Application,Application_server_246
Process : nbrmms is running successfully,2023-01-18 4:07:16,Application,Application_server_150
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-18 4:12:31,websphere,websphere_server_34
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-18 4:17:39,Application,Application_server_3
Process : TaskRoutingService is running successfully,2023-01-18 4:22:43,Application,Application_server_382
Process : nbsl is running successfully,2023-01-18 4:27:34,Application,Application_server_358
Current memory usage percentage is 60%,2023-01-18 4:32:22,Application,Application_server_344
system: Processor Queue Length is 0,2023-01-18 4:37:06,ms_win,ms_win_server_2
splunkd is running successfully,2023-01-18 4:42:05,Application,Application_server_182
CHRONY : process is running successfully,2023-01-18 4:47:01,linux_ix86,linux_ix86_server_45
Process : P84xConnectorService is running successfully,2023-01-18 4:52:10,Application,Application_server_122
Process : P84xConnectorService is running successfully,2023-01-18 4:56:50,Application,Application_server_144
splunkd is running successfully,2023-01-18 5:01:18,Application,Application_server_383
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-18 5:06:36,linux_ix86,linux_ix86_server_19
Total CPU Utilization = 50%,2023-01-18 5:11:53,Application,Application_server_180
Process : nbsvcmon is running successfully,2023-01-18 5:16:48,Application,Application_server_273
Process : nbsvcmon is running successfully,2023-01-18 5:21:49,Application,Application_server_182
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-18 5:26:44,dell-idrac,dell-idrac_server_37
Process : nbrmms is running successfully,2023-01-18 5:31:55,Application,Application_server_521
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-18 5:36:40,dell-idrac,dell-idrac_server_24
Process : P84xConnectorService is running successfully,2023-01-18 5:41:49,Application,Application_server_471
Process : nbsl is running successfully,2023-01-18 5:46:38,Application,Application_server_68
Process : nbsl is running successfully,2023-01-18 5:51:34,Application,Application_server_509
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-18 5:56:31,Application,Application_server_75
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-18 6:01:31,linux_ix86,linux_ix86_server_124
Filesystem:  / is 75 full,2023-01-18 6:06:30,linux_ix86,linux_ix86_server_110
Process : java is running successfully,2023-01-18 6:11:52,Application,Application_server_329
CHRONY : process is running successfully,2023-01-18 6:16:48,linux_ix86,linux_ix86_server_1
Total CPU Utilization = 50%,2023-01-18 6:21:15,Application,Application_server_406
Process : P84xConnectorService is running successfully,2023-01-18 6:26:34,Application,Application_server_97
system: Processor Queue Length is 0,2023-01-18 6:31:29,ms_win,ms_win_server_29
[MAN] The PERC1 battery is high.,2023-01-18 6:36:44,dell-idrac,dell-idrac_server_42
Service: masvc is running,2023-01-18 6:41:28,ms_win,ms_win_server_16
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-18 6:46:12,dell-idrac,dell-idrac_server_50
Service: masvc is Stopped,2023-01-18 6:51:11,ms_win,ms_win_server_56
Total CPU Utilization = 50%,2023-01-18 6:56:08,Application,Application_server_407
Process : TaskRoutingService is running successfully,2023-01-18 7:00:39,Application,Application_server_243
Process : nbsvcmon is running successfully,2023-01-18 7:05:38,Application,Application_server_332
Process : TaskRoutingService is running successfully,2023-01-18 7:10:30,Application,Application_server_49
splunkd is running successfully,2023-01-18 7:15:05,Application,Application_server_243
[MAN] Log /var/log/messages kernel: sd Unrecovered read error.,2023-01-18 7:20:07,linux_ix86,linux_ix86_server_143
system: Processor Queue Length is 0,2023-01-18 7:24:47,ms_win,ms_win_server_21
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-18 7:29:38,dell-idrac,dell-idrac_server_46
Process : nbsvcmon is running successfully,2023-01-18 7:34:23,Application,Application_server_386
system: Processor Queue Length is 0,2023-01-18 7:40:02,ms_win,ms_win_server_30
Process : java is running successfully,2023-01-18 7:44:55,Application,Application_server_261
Process : nbsvcmon is running successfully,2023-01-18 7:49:39,Application,Application_server_80
Process : nbrmms is running successfully,2023-01-18 7:54:47,Application,Application_server_368
Process : java is not running,2023-01-18 7:59:00,Application,Application_server_391
Filesystem:  / is 75 full,2023-01-18 8:03:46,linux_ix86,linux_ix86_server_119
Process : TaskRoutingService is running successfully,2023-01-18 8:08:48,Application,Application_server_5
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-18 8:13:59,dell-idrac,dell-idrac_server_29
Process : nbsvcmon is running successfully,2023-01-18 8:18:28,Application,Application_server_62
